lastName,name,declarationDate,job,ministry,declarationObject
BOUZOMITA,SOFIENE,30-janv.-2012,INSPECTEUR DES SERVICES FINANCIERS,MINISTERE DES FINANCES,PREMIERE DECLARATION
BOUZOUEDA,OMAR,11-nov.-2015,DIRECTEUR GENERAL,"MINISTERE DE L'INDUSTRIE, DE L'ENERGIE ET DES MINES",CHANGEMENT DE FONCTION 
BOUZOUEDA,OMAR,24-janv.-2012,DIRECTEUR GENERAL,"MINISTERE DE L'INDUSTRIE, DE L'ENERGIE ET DES MINES",PREMIERE DECLARATION
BOUZOUIDA,Mohamed,6-oct.-1993,DIRECTEUR DE CONTROLE DE GESTION,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
BOUZOUIDA,Mohamed,9-juil.-1987,DIRECTEUR,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
BOUZOUITA,Abdelfattah,6-juil.-1987,DIRECTEUR,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
BOUZOUITA,Habib,9-juil.-1987,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
BOUZOUITA,Hassine,9-juil.-1987,DIRECTEUR,MINISTERE DE L'AGRICULTURE,PREMIERE DECLARATION
BOUZOUITA,Mohamed Nejib,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
BOUZOUITA,Abdelouaheb,10-juin-2013,CONSULT GENERAL,MINISTERE DES AFFAIRES ETRANGERES,CHANGEMENT DE FONCTION 
BOUZOUITA,Abdelouaheb,16-sept.-1993,INSPECTEUR DIRECTEUR,MINISTERE DES AFFAIRES ETRANGERES,RENOUVELLEMENT -5 ANS-
BOUZOUITA,Abdelouaheb,2-oct.-1987,SOUS-DIRECTEUR DES AFFAIRES ADMINISTRATIVES ET FINANCIERES,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
BOUZOUITA,Ahmed,28-juin-1990,CONTROLEUR DU TRANSPORT ROUTIER,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
BOUZOUITA,Fredj,2-déc.-1996,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
BOUZOUITA,LOTFI,20-oct.-2007,DIRECTEUR,MINISTERE DE LA CULTURE ET DE LA SAUVEGARDE DU  PATRIMOINE,PREMIERE DECLARATION
BOUZOUITA,HAYKEL,3-févr.-2012,ATTACHE AU CABINET DU MINISTRE,MINISTERE DE LA DEFENSE NATIONALE,PREMIERE DECLARATION
BOUZRARA,Ezzeddine,21-juin-1999,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
BOUZRARA,Ezzeddine,7-juil.-1987,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
BOUZRARA,Moncef,4-juin-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
BOUZRARA,Moncef,28-janv.-1988,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
BOUZRARA,Abdelaziz,17-oct.-1998,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
BOUZRARA,Abdelaziz,26-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
BOUZRARA,Nehib,30-sept.-1999,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
BOUZRRAA,Faouzia,19-oct.-1988,COMPTABLE PUBLIC,MINISTERE DES FINANCES,PREMIERE DECLARATION
BRADAAI,Moktar,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
BRADAI,Noureddine,10-sept.-1987,SECRETAIRE GENERAL,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
BRAHEM,Faouzia,13-juil.-2004,INSPECTEUR DE FINANCES,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
BRAHEM,Faouzia,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
BRAHEM,Habib,23-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
BRAHEM,Mohamed Jemeleddine Bek,26-mars-1988,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
BRAHEM,Mohamed,23-juin-2004,GOUVERNEUR,MINISTERE DE L'INTERIEUR,RENOUVELLEMENT -5 ANS-
BRAHEM,Mohamed,13-oct.-1988,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
BRAHEM,Mohamed,7-déc.-2007,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
BRAHEM,Mohamed,20-nov.-1997,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
BRAHEM,Mohamed,8-avr.-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
BRAHEM,Mohamed,22-oct.-1988,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
BRAHEM,Kamel,24-mai-1999,DIRECTEUR,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
BRAHEM,Fethi,31-mai-1999,CONTROLEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
BRAHEM,KHALED,24-mars-2004,DIRECTEUR,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION ET DU TRANSPORT,PREMIERE DECLARATION
BRAHEM,RAFIK,5-avr.-2004,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
BRAHEM,HEDI,10-avr.-2004,DIRECTEUR,MINISTERE DES TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNNICATION,PREMIERE DECLARATION
BRAHEM,MOHAMED NACEUR,2-nov.-2007,DIRECTEUR,MINISTERE DES INVESTISSEMENTS ET DE LA COOPE INTERN,PREMIERE DECLARATION
BRAHIM,Ammar,9-juil.-1987,DIRECTEUR,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
BRAHIM,Mohamed Habib,9-juil.-1987,DIRECTEUR,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
BRAHIM,Moncef,9-juil.-1987,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
BRAHIM,Bechir,9-juil.-1987,OFFICIER,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
BRAHIM,Youssef El Aloui,14-juil.-1993,PRESIDENT DE CHAMBRE,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
BRAHIM,Youssef El Aloui,9-juil.-1987,PRESIDENT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
BRAHIM,Nejib,25-juin-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
BRAHIM,Nejib,9-juil.-1987,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
BRAHIM,Hassen,9-juil.-1987,AGENT DE CONSTATATION,MINISTERE DES FINANCES,PREMIERE DECLARATION
BRAHIM,Taieb,9-juil.-1987,PREMIER DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
BRAHIM,Abdelwaheb,10-juil.-1987,CHEF DE SERVICE,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
BRAHIM,Alya,14-sept.-1987,SOUS-DIRECTEUR ADMINISTRATIF ET COMMERCIAL,INCONNU,PREMIERE DECLARATION
BRAHIM,Jilani,7-janv.-1988,INCONNUE,INCONNU,PREMIERE DECLARATION
BRAHIM,Abderraouf,15-mai-2004,CHEF BUREAU,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
BRAHIM,Abderraouf,2-juin-1999,INSPECTEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
BRAHMI,Rafik,9-juil.-1987,DIRECTEUR,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
BRAHMI,Douha,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
BRAHMI,Khaled,1-sept.-2004,DIRECTEUR,MINISTERE DE L'EDUCATION,OBJET NON PREVU DANS LA TABLE
BRAHMI,Khaled,13-janv.-2000,DIRECTEUR,MINISTERE DE L'EDUCATION,OBJET NON PREVU DANS LA TABLE
BRAHMI,Khaled,23-janv.-1996,DIRECTEUR,MINISTERE DE L'EDUCATION,OBJET NON PREVU DANS LA TABLE
BRAHMI,Khaled,10-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
BRAHMI,Khaled,6-janv.-1988,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
BRAHMI,Ali,25-nov.-1995,DIRECTEUR,MINISTERE DE L'EDUCATION,CHANGEMENT D'ADMINISTRATION
BRAHMI,Ali,27-avr.-1995,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
BRAHMI,Ali,8-févr.-1988,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
BRAHMI,Hassine,3-mai-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,PREMIERE DECLARATION
BRAHMI,Mohamed,2-janv.-1999,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
BRAHMI,TOUHEMI,25-févr.-2012,DIRECTEUR,MINISTERE DE L'INTERIEUR,RENOUVELLEMENT -5 ANS-
BRAHMI,TOUHEMI,14-avr.-2004,DIRECTEUR,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
BRAHMI,ADEL,7-mars-2007,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
BRAHMI,ALAYA,21-nov.-2007,INCONNUE,INCONNU,PREMIERE DECLARATION
BRAHMI,NOUREDDINE,8-déc.-2010,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
BRAHMI,GADOUR,16-mars-2012,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
BRAHMIA,Ali,15-avr.-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
BRAHMIA,Ali,9-juil.-1987,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
BRAIKI,MABROUK,24-nov.-2010,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
BRAM,MONGI,7-mars-2012,MAGISTRAT,MINISTERE DE LA DEFENSE NATIONALE,RENOUVELLEMENT -5 ANS-
BRAM,MONGI,27-déc.-2007,MAGISTRAT,MINISTERE DE LA DEFENSE NATIONALE,PREMIERE DECLARATION
BRAYKI,Essayed,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
BREDAII,Rachid,17-juin-1999,DIRECTEUR REGIONAL,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
BREKI,IBrahim,15-sept.-1999,PREMIER DELEGUE,MINISTERE DE L'INTERIEUR,CHANGEMENT D'ADMINISTRATION
BREKI,IBrahim,3-nov.-1997,SECRETAIRE GENERAL,PRESIDENCE DU GOUVERNEMENT,CHANGEMENT DE FONCTION 
BREKI,IBrahim,6-juil.-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
BRENISE,Morsini Ammar,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
BRIBECH,NABIL,7-mars-2012,MAGISTRAT,MINISTERE DE LA DEFENSE NATIONALE,CHANGEMENT D'ADMINISTRATION
BRIBECH,NABIL,10-sept.-2007,INCONNUE,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
BRIGUI,Mohamed,9-juil.-1987,DIRECTEUR GENERAL,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
BRIGUI,Mohamed,16-mars-2011,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
BRIGUI,Mohamed,17-févr.-1997,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
BRIHA,Raoudha,1-juin-1999,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
BRIK,Hamadi,27-sept.-1990,CHEF D'AGENCE,MINISTERE DES FINANCES,PREMIERE DECLARATION
BRIK HENNACHI,Salah,26-sept.-1992,SECRETAIRE D'ETAT CHARGE DE LA COOPERATION INTERNATIONALE ET DE L,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
BRIKA,Salah,27-juil.-1987,FONCTIONNAIR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
BRIKET,Mohamed,8-avr.-2000,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
BRIKET,Mohamed,12-nov.-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
BRIKET,Mohamed,26-mars-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,PREMIERE DECLARATION
BRIKI,Mohamed,6-juil.-1987,RECEVEUR DES FINANCES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
BRIKI,Ali,15-déc.-2010,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
BRIKI,Ali,25-mars-2004,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
BRIKI,Ali,15-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
BRIKI,Mohamed,30-sept.-1999,RECEVEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
BRIKI,IBRAHIM,28-févr.-2012,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
BRIKI,RHAEIM,6-mars-2012,CONTROLEUR DE DIAGNOSTIC TECHNIQUE,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
BRIKI,MAAOUIA,15-mai-2012,RECEVEUR MUNICIPAL,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
BRINI,Abi Dhiaf,15-avr.-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
BRINI,Khmaeis,16-juil.-1999,SOUS - DIRECTEUR,MINISTERE DU COMMERCE,PREMIERE DECLARATION
BRINI,Abdessalem,30-sept.-1999,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
BRINIS,Sadok,9-juil.-1987,PRESIDENT  DE COMMUNE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
BRINSI,Mohsen,16-mai-1997,DIRECTEUR,MINISTERE DE L'EDUCATION,CHANGEMENT D'ADMINISTRATION
BRINSI,Mohsen,15-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
BRINSSI,Abdeljebar,9-nov.-1989,OFFICIER,MINISTERE DE LA DEFENSE NATIONALE,PREMIERE DECLARATION
BRINSSI,Faouzi,8-avr.-2000,INCONNUE,INCONNU,PREMIERE DECLARATION
BRIRA,Monira,9-juil.-1987,AUXILAIRE,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
BRISNI,MOHAMED HEDI,3-déc.-2010,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
BROUROU,Ameur,24-juin-1987,JUGE D'INSPECTION,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
BSAYES,IBRAHIM,30-déc.-2010,DIRECTEUR GENERAL,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
BSILI,ADEL,22-sept.-2015,MEMBRE,HAUTE AUTORITE DE LA COMMUNICATION AUDIOVISUELLE,CHANGEMENT DE FONCTION 
BSILI,ADEL,31-janv.-2012,DIRECTEUR,ASSEMBLEE NATIONALE CONSTITUANTE,PREMIERE DECLARATION
BYAOUI,Amer,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
BYOUDH,Laroussi,21-sept.-1989,DIRECTEUR DU CREDIT,MINISTERE DES FINANCES,PREMIERE DECLARATION
BZAYNIA,Hassine,29-sept.-1989,COMMANDANT DE BRIGADE,MINISTERE DE LA DEFENSE NATIONALE,PREMIERE DECLARATION
BZIOUCH,ABDELHAMID,19-mars-2012,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
BZIOUCH,RAWDHA,15-mars-2012,COMPTABLE,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
BZIOUECH,Abdessalam,24-juin-1987,DIRECTEUR,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
BZIOUECH,Samir,12-avr.-2004,CHARGE DE MISSION,MINISTERE DES DOMAINES DE L'ETAT ET DES AFFAIRES FONCIERES,RENOUVELLEMENT -5 ANS-
BZIOUECH,Samir,27-avr.-1999,MAGISTRAT CHARGE DE MISSION,MINISTERE DES DOMAINES DE L'ETAT ET DES AFFAIRES FONCIERES,RENOUVELLEMENT -5 ANS-
BZIOUECH,Samir,9-juil.-1987,MAGISTRAT,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
CHAABA,Mohamed Chaabane,6-juin-1989,EX-PREMIER DELEGUE,MINISTERE DE L'INTERIEUR,RETRAITE
CHAABA,Mohamed Chaabane,11-juin-1987,PREMIER DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
CHAABA,SAMIR,8-févr.-2012,DIRECTEUR,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
CHAABANE,Abdellaziz,16-avr.-2004,PRESIDENT DIRECTEUR GENERAL,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION ET DU TRANSPORT,RENOUVELLEMENT -5 ANS-
CHAABANE,Abdellaziz,2-juin-1999,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,RENOUVELLEMENT -5 ANS-
CHAABANE,Abdellaziz,12-févr.-1996,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,CHANGEMENT DE FONCTION 
CHAABANE,Abdellaziz,19-juin-1987,PRESIDENT  DE COMMUNE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
CHAABANE,Youssef,22-juin-1987,SECRETAIRE GENERAL,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
CHAABANE,Radhia,3-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABANE,Ali,3-juil.-1987,CHEF DU BUREAU REGIONAL,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
CHAABANE,Hammadi,24-juil.-1999,DIRECTEUR,MINISTERE DE LA SANTE PUBLIQUE,RENOUVELLEMENT -5 ANS-
CHAABANE,Hammadi,6-juil.-1987,CONSEILLER DES SERVICES PUBLICS,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABANE,Abderrazek,6-juil.-1987,AGENT DE CONSTATATION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABANE,Mohamed,27-juin-2005,DIRECTEUR GENERAL,MINISTERE DES AFFAIRES SOCIALES,RENOUVELLEMENT -5 ANS-
CHAABANE,Mohamed,9-juin-1999,DIRECTEUR GENERAL,MINISTERE DES AFFAIRES SOCIALES,RENOUVELLEMENT -5 ANS-
CHAABANE,Mohamed,18-juil.-1988,CHARGE DE MISSION DIRECTEUR GENERAL,MINISTERE DES AFFAIRES SOCIALES,OBJET INNEXISTANT
CHAABANE,Mohamed,8-juil.-1987,DIRECTEUR DES ETUDES ET DES STATISTIQUES,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
CHAABANE,Nejib,3-mai-1993,DIRECTEUR INGENIEUR,MINISTERE DE L'ECONOMIE NATIONALE,RENOUVELLEMENT -5 ANS-
CHAABANE,Nejib,9-juil.-1987,DIRECTEUR,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
CHAABANE,Abdelmajid,7-juil.-1987,CHEF DE SERVICE,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
CHAABANE,Thameur,9-juil.-1987,INSPECTEUR GENERAL DES FORCES ARMEES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABANE,Mohamed,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABANE,Mongi,2-juin-1999,INSPECTEUR DE FINANCES,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
CHAABANE,Mongi,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABANE,Mohamed,9-juil.-1987,ATTACHE D'INPECTION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABANE,Ali,9-juil.-1987,FONCTIONNAIR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABANE,Hafedh,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABANE,Mohamed Taoufik,15-juil.-1987,DIRECTEUR TECHNIQUE,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
CHAABANE,Naiela,13-janv.-1988,ATTACHE DE CABINET,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
CHAABANE,Hayet,2-juin-1999,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
CHAABANE,Hayet,7-sept.-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
CHAABANE,Abdellatif,31-janv.-2012,PRESIDENT,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
CHAABANE,Abdellatif,2-août-2005,DIRECTEUR GENERAL,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
CHAABANE,Abdellatif,11-mai-1999,DIRECTEUR GENERAL,MINISTERE DES FINANCES,PREMIERE DECLARATION
CHAABANE,Ouanes,2-juil.-1999,CHEF SERVICE,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
CHAABANE,AHMED,20-juil.-2005,DIRECTEUR,MINISTERE DE LA CULTURE ET DE LA SAUVEGARDE DU  PATRIMOINE,PREMIERE DECLARATION
CHAABANE,ABBES,20-mai-2006,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
CHAABANE,TAREK,25-avr.-2013,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
CHAABANE,NEILA,5-févr.-2015,EX MINISTRE,MINISTERE DE LA FEMME DE LA FAMILLE ET DE L'ENFANCE,CESSATION DE FONCTION
CHAABANE,NEILA,27-févr.-2014,SECRETAIRE D'ETAT,MINISTERE DE LA JEUNESSE DES SPORTS,PREMIERE DECLARATION
CHAABANI,Mohamed Salah,19-juin-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
CHAABANI,Moktar,6-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABANI,FERID,10-janv.-2006,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
CHAABANI,ABDELLATIL,28-sept.-2010,DIRECTEUR,MINISTERE DE L'AGRICULTURE ET DES RESSOURCES HYDRAULIQUES,PREMIERE DECLARATION
CHAABANI,NOUREDINE,4-janv.-2011,DIRECTEUR GENERAL,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
CHAABANI,AMMAR,31-juil.-2012,CHEF D'ARRANDISSEMENT REGIONAL,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
CHAABARNI,Ali,9-juil.-1987,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
CHAABEN,Abdessalem,7-mars-2006,SECRETAIRE GENERAL,PRESIDENCE DU GOUVERNEMENT,RENOUVELLEMENT -5 ANS-
CHAABEN,Abdessalem,29-mai-1995,PRESIDENT DE CHAMBRE,PRESIDENCE DU GOUVERNEMENT,CHANGEMENT DE FONCTION 
CHAABEN,Abdessalem,9-juil.-1987,MAGISTRAT,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
CHAABEN,Mohamed,9-juil.-1987,FONCTIONNAIR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABEN,Aziza,18-mars-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
CHAABEN,Aziza,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABEN,Mohamed,9-juil.-1987,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
CHAABEN,Mohamed Habib,8-nov.-1995,DIRECTEUR REGIONAL,MINISTERE DE L'EDUCATION,CHANGEMENT DE FONCTION 
CHAABEN,Mohamed Habib,6-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
CHAABEN,Mohamed Habib,15-janv.-1988,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
CHAABEN,Hedi,6-oct.-1988,RECEVEUR DES FINANCES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
CHAABEN,Sadok,8-déc.-1999,MINISTRE,MINISTERE DE L'ENSEIGNEMENT SUPERIEURE,CHANGEMENT DE FONCTION 
CHAABEN,Sadok,28-avr.-1999,DIRECTEUR GENERAL,PRESIDENCE DE LA REPUBLIQUE,RENOUVELLEMENT -5 ANS-
CHAABEN,Sadok,16-sept.-1997,DIRECTEUR GENERAL,PRESIDENCE DE LA REPUBLIQUE,CHANGEMENT DE FONCTION 
CHAABEN,Sadok,10-juil.-1992,MINISTRE,MINISTERE DE LA JUSTICE,CHANGEMENT DE FONCTION 
CHAABEN,Sadok,15-août-1991,MINISTRE,MINISTERE DE LA JUSTICE,CHANGEMENT DE FONCTION 
CHAABEN,Sadok,23-mars-1991,CONSEILLER PRINCIPAL,PRESIDENCE DE LA REPUBLIQUE,CHANGEMENT DE FONCTION 
CHAABEN,Sadok,22-mars-1991,SECRETAIRE D'ETAT,PRESIDENCE DU GOUVERNEMENT,CHANGEMENT DE FONCTION 
CHAABEN,Sadok,1-févr.-1991,CONSEILLER PRINCIPAL,PRESIDENCE DE LA REPUBLIQUE,CHANGEMENT DE FONCTION 
