lastName,name,declarationDate,job,ministry,declarationObject
KHLIL,Kamel,1-oct.-1999,CHEF DE DEPARTEMENT ADMINISTRATIF ET FINANCIER,MINISTERE DE L'ENVIRONNEMENT ET DE L'AMENAGEMENT DU TERRITOIRE,PREMIERE DECLARATION
KHLIL,AMEL,6-nov.-2010,DIRECTEUR GENERAL,MINISTERE DES AFFAIRES SOCIALES,RENOUVELLEMENT -5 ANS-
KHLIL,AMEL,2-nov.-2007,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,RENOUVELLEMENT -5 ANS-
KHLIL,AMEL,7-déc.-2005,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KHLIL,AICHA,15-févr.-2012,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,RENOUVELLEMENT -5 ANS-
KHLIL,AICHA,8-sept.-2006,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KHLILI,Moncef,7-sept.-2007,ATTACHE  D'INSPECTION,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KHLILI,Moncef,30-sept.-1999,CONTROLEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHLISSA,Taeib,12-mai-2004,COMPTABLE PUBLIC,MINISTERE DES AFFAIRES ETRANGERES,RENOUVELLEMENT -5 ANS-
KHLISSA,Taeib,16-juin-1999,COMPTABLE PUBLIC,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
KHLISSA,MOHAMED FAOUZI,10-mars-2012,RECEVEUR,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KHLISSA,MOHAMED FAOUZI,2-juin-2007,RECEVEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHMAIS,MOHAMED,1-févr.-2012,SECRETAIRE GENERAL,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHMAKHEM,NOURREDDINE,4-oct.-2012,DIRECTEUR,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KHMILA,Ali,18-mai-1999,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KHMILA,Ali,17-déc.-1996,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHMILA,HASSEN,25-févr.-2012,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHMILI,Nouredine,26-oct.-2000,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHMILI,HMAEID,14-déc.-2005,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHMILI,ABDEL KADER,28-mars-2012,PREMIER DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHMIR,SABIHA,23-mars-2012,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KHMIRI,Ali,1-nov.-2010,INCONNUE,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KHMIRI,Ali,16-avr.-2004,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KHMIRI,Ali,10-févr.-1995,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHMIRI,Chedly,3-juin-1999,CHEF BUREAU,MINISTERE DE LA FORMATION PROFESSIONNELLE ET DE L'EMPLOI,PREMIERE DECLARATION
KHMIRI,fatma,8-oct.-2007,INCONNUE,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KHMIRI,fatma,8-juin-1999,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHMIRI,Bechir,1-févr.-2012,DIRECTEUR,MINISTERE DE LA FORMATION PROFESSIONNELLE ET DE  L'EMPLOI,RENOUVELLEMENT -5 ANS-
KHMIRI,Bechir,20-oct.-2007,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KHMIRI,Bechir,20-oct.-2007,DIRECTEUR,MINISTERE DE L'EMPLOI ET DE L'INSERTION PROFESSIONNELLE DES JEUNES,RENOUVELLEMENT -5 ANS-
KHMIRI,Bechir,20-janv.-2000,DIRECTEUR,MINISTERE DE LA FORMATION PROFESSIONNELLE ET DE L'EMPLOI,PREMIERE DECLARATION
KHMIRI,HICHEM,24-avr.-2004,DIRECTEUR,MINISTERE DE L'AGRICULTURE DE L'ENVIRONNEMENT ET DES RESSOURCES HYDRAULIQUES,PREMIERE DECLARATION
KHMIRI,MONDHER,23-juin-2005,DIRECTEUR,MINISTERE DE L'AGRICULTURE ET DES RESSOURCES HYDRAULIQUES,PREMIERE DECLARATION
KHMIRI,HAMMADI,2-févr.-2012,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHMIRI,AMEL,21-févr.-2012,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHMIRI,SAMIR,17-mars-2012,COMPTABLE PUBLIC,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHMIRI,SARRA,18-avr.-2013,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHMIRI,ISSAM,18-avr.-2013,PROCUREUR ADJOINT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHMIRI,NAILA,18-avr.-2013,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHMISI,SAMIRA,18-févr.-2016,DIRECTEUR CENTRAL,MINISTERE DU TRANSPORT,CESSATION DE FONCTION
KHMISI,SAMIRA,23-oct.-2010,DIRECTEUR,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KHMISSI,RAOUF,31-mars-2012,SOUS - DIRECTEUR,MINISTERE DU COMMERCE ET DE L'ARTISANAT,PREMIERE DECLARATION
KHMOUMA,Habib,23-nov.-1996,CHEF DE SIEGE,MINISTERE DE L'INDUSTRIE,PREMIERE DECLARATION
KHNISSI,Mohamed Mouldi,29-avr.-1999,COMMISSAIRE DU GOUVERNEMENT,PRESIDENCE DU GOUVERNEMENT,RENOUVELLEMENT -5 ANS-
KHNISSI,Mohamed Mouldi,3-juil.-1987,MAGISTRAT,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
KHORCHANI,IBrahim,4-juin-1990,CHEF DE SERVICE,MINISTERE DE L'ECONOMIE NATIONALE,PREMIERE DECLARATION
KHORCHANI,HABIB,3-nov.-2007,DIRECTEUR,MINISTERE DES INVESTISSEMENTS ET DE LA COOPE INTERN,PREMIERE DECLARATION
KHORCHANI,MUSTAPHA,14-févr.-2012,SOUS - DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHORCHANI,ABDELFATTAH,11-mai-2012,MAGISTRAT SOUS DIRECTEUR,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHORCHFI,RIDHA,29-sept.-2015,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,RENOUVELLEMENT -5 ANS-
KHORCHFI,RIDHA,24-nov.-2010,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
KHOUAJA,IBrahim,1-juil.-1989,EX-MINISTRE,MINISTERE DES COMMUNICATIONS,CHANGEMENT DE FONCTION 
KHOUAJA,IBrahim,20-mai-1987,MINISTRE,MINISTERE DES COMMUNICATIONS,PREMIERE DECLARATION
KHOUAJA,Ali,7-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHOUAJA,Amer,9-juil.-1987,CHEF DE BRIGADE,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHOUALDIA,Amor,23-juil.-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHOUEJA,Skander,11-sept.-2000,INCONNUE,INCONNU,PREMIERE DECLARATION
KHOUFI,Mohamed Nourreddine,6-juil.-1987,PRESIDENT DIRECTEUR GENERAL,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHOUILDI,WAFA,7-sept.-2007,AGENT TEMPORAIRE A3,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHOUILDI,IMED,1-mars-2012,PREMIER DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KHOUINI,Mohamed,12-mars-1993,DIRECTEUR DE L'ENSEIGNEMENT PRIMAIRE,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
KHOUINI,Mohamed,9-juil.-1987,DELEGUE REGIONAL,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
KHOUINI,Hammadi,14-nov.-1991,EX-SECRETAIRE D'ETAT CHARGE DES AFFAIRES MAGHREBINES,MINISTERE DES AFFAIRES ETRANGERES,CHANGEMENT DE FONCTION 
KHOUINI,Hammadi,15-mars-1991,SECRETAIRE D'ETAT CHARGE DES AFFAIRES MAGHREBINES,MINISTERE DES AFFAIRES ETRANGERES,CHANGEMENT DE FONCTION 
KHOUINI,Hammadi,22-janv.-1990,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,CHANGEMENT DE FONCTION 
KHOUINI,Hammadi,12-août-1987,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
KHOUJA,Mustapha,9-juil.-1987,CHEF DE SERVICE,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
KHOUJA,Abdessamed,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHOUJA,Abderrazek,9-juil.-1987,CHEF DE SERVICE,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHOUJA,Mohamed,9-juil.-1987,DIRECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHOUJA,Mohamed,26-févr.-1993,CHEF D'AGENCE DE VOYAGES,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KHOUJA,Jamil Mohedine,9-mai-2000,COMPTABLE PUBLIC,MINISTERE DES FINANCES,PREMIERE DECLARATION
KHOUJA,RABIA,13-déc.-2010,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHOUJA,TAH,11-juin-2012,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KHOUL,Mohamed,23-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHRAEIF,Najoua,19-oct.-1999,DIRECTEUR PAR INTERIM,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
KHRDHIRI,Bechir,27-déc.-2000,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KHRDHIRI,Bechir,19-févr.-1994,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
KHRIBI,Taoufik,27-déc.-2000,DIRECTEUR,MINISTERE DE L'EDUCATION,OBJET NON PREVU DANS LA TABLE
KHRIBI,Taoufik,28-nov.-1997,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHRISSI,NAJIB,8-avr.-2013,CONTROLEUR DE DIAGNOSTIC TECHNIQUE,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KHRISSI,NAJIB,6-mars-2012,CONTROLEUR DE DIAGNOSTIC TECHNIQUE,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KHRISSI,ADEL,4-mars-2016,CHEF D'AGENECE,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KHSIBA,MOHAMED KAMEL,15-mars-2012,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KHYARI,Tahar,13-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KHZEMI,NOUR EDDINE,17-avr.-2012,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KIDANI,Salha,8-juil.-1987,DIRECTRICE,MINISTERE DE L'AGRICULTURE,PREMIERE DECLARATION
KIDAR,Mohamed Saadi,9-juil.-1987,PROCUREUR GENERAL,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KILANI,Naceur,29-juin-1987,DIRECTEUR,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
KILANI,Abderrazek,26-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
KILANI,Abderrazek,6-juil.-1987,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
KILANI,Abdelmajid,2-mars-1993,DIRECTEUR GENERAL,MINISTERE DES COMMUNICATIONS,RENOUVELLEMENT -5 ANS-
KILANI,Abdelmajid,9-juil.-1987,DIRECTEUR,MINISTERE DES COMMUNICATIONS,PREMIERE DECLARATION
KILANI,Youssef,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KILANI,Abdelouahed,9-juil.-1987,RECEVEUR REGIONALE DES FINANCES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KILANI,Abdelmejid,12-mars-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KILANI,Abdelmejid,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KILANI,Ali,4-août-1993,COMPTABLE PUBLIC,MINISTERE DES AFFAIRES ETRANGERES,RENOUVELLEMENT -5 ANS-
KILANI,Ali,22-avr.-1992,COMPTABLE PUBLIC,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
KILANI,ABDERRAZEK,24-avr.-2013,EX MINISTRE,PRESIDENCE DU GOUVERNEMENT,CHANGEMENT DE FONCTION 
KILANI,ABDERRAZEK,3-févr.-2012,MINISTRE,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
KILENI,NAJIB,17-avr.-2012,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KINANI,Abdessalem,9-juil.-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KINZ,Mohamed Nejib,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KITAR,Nassr,15-mars-2012,DIRECTEUR,MINISTERE DU TRANSPORT,RENOUVELLEMENT -5 ANS-
KITAR,Nassr,16-mars-2004,DIRECTEUR,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION ET DU TRANSPORT,RENOUVELLEMENT -5 ANS-
KITAR,Nassr,16-sept.-2000,DIRECTEUR D'AUDIT INTERNE,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KITATA,Mohamed,26-oct.-1991,EX-DIRECTEUR REGIONAL,MINISTERE DU TRANSPORT,CHANGEMENT DE FONCTION 
KITATA,Mohamed,9-juil.-1987,DIRECTEUR REGIONAL,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
KITATA,Monsef,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KITOUNI,Salah Eddine,21-juin-2004,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
KITOUNI,Salah Eddine,10-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
KITOUNI,Salah Eddine,26-oct.-1988,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
KITOUNI,Abdallah,9-déc.-1996,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KITOUNI,ABDELWAHEB,27-déc.-2005,DIRECTEUR,MINISTERE DES DOMAINES DE L'ETAT ET DES AFFAIRES FONCIERES,PREMIERE DECLARATION
KIZA,Mustapha,3-juil.-1987,DIRECTION,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
KLAAI,Mongi,12-oct.-1989,PRESIDENT DIRECTEUR GENERAL,MINISTERE DU TRANSPORT,CHANGEMENT DE FONCTION 
KLAAI,Mongi,9-juil.-1987,DIRECTEUR,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
KLAAI,Mohamed,2-mai-2000,AGENT,MINISTERE DES FINANCES,PREMIERE DECLARATION
KLAEII,EL HADJ,3-sept.-2004,PRESIDENT DIRECTEUR GENERAL,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION ET DU TRANSPORT,PREMIERE DECLARATION
KLAI,OMAR,17-janv.-2014,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KLANZA,Mahmoud,9-juil.-1987,INSPECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KLAS,ADNEN,9-mai-2011,CHEF D'UNITE,MINISTERE DES FINANCES,PREMIERE DECLARATION
KLAYED,Ahmed,9-juin-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KLIAI,Mohamed,19-oct.-1988,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
KLIBI,Said,11-mai-1993,SOUS - DIRECTEUR,MINISTERE DE L'ECONOMIE NATIONALE,PREMIERE DECLARATION
KLIBI,FAYCEL,23-oct.-2010,DIRECTEUR,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KLIBI,SONIA,1-févr.-2012,CONTROLEUR DES SERVICES FINANCIERS,MINISTERE DES FINANCES,PREMIERE DECLARATION
KLICH,Ahmed,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KLICH,Ahmed,9-juil.-1987,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
KLIL,FERDAWES,14-mars-2012,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
KLISSI,Mohamed,4-juin-1999,PRESIDENT COUR D'APPEL,PRESIDENCE DU GOUVERNEMENT,RENOUVELLEMENT -5 ANS-
KLISSI,Mohamed,9-juil.-1987,MAGISTRAT,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
KMARI,SALEM,31-janv.-2012,INSPECTEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
KMIS,Mohamed,9-juil.-1987,ADJUDANT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KNAIZIA,Mohamed,7-mars-2012,MAGISTRAT,MINISTERE DE LA DEFENSE NATIONALE,RENOUVELLEMENT -5 ANS-
KNAIZIA,Mohamed,27-déc.-2007,MAGISTRAT,MINISTERE DE LA DEFENSE NATIONALE,RENOUVELLEMENT -5 ANS-
KNAIZIA,Mohamed,9-juil.-1987,MAGISTRAT,MINISTERE DE LA DEFENSE NATIONALE,PREMIERE DECLARATION
KNANI,Ridha,9-juil.-1987,DIRECTEUR REGIONAL,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KNENI,Abdessalem,16-sept.-2000,DELEGUE DES AFFAIRES RELIGIEUSES,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KNENI,HAMDA,28-juin-2004,PRESIDENT  DE COMMUNE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KNIB,Ali,1-juin-2007,RECEVEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
KNIB,Ali,10-avr.-2000,RECEVEUR,MINISTERE DES FINANCES,PREMIERE DECLARATION
KNIS,Hichem,11-juil.-1987,AUXILAIRE,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KNISS,Habib,25-févr.-2012,RECEVEUR DES FINANCES,MINISTERE DES FINANCES,PREMIERE DECLARATION
KNISS,Habib,30-sept.-1999,RECEVEUR,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KNOUNI,Othmen,13-juil.-1987,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KNOUZI,Ahmed,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KOAALI,Mohamed Faouzi,17-juil.-1987,LIEUTENANT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KOALI,Amel,5-avr.-2012,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
KOALI,Amel,1-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KOALI,Mongi,22-déc.-1988,EX-AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,CHANGEMENT DE FONCTION 
KOALI,Mongi,13-juil.-1987,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
KOBBI,Mohamed Nadhmeddine,9-juil.-1987,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KOBBI,Zahia,10-juil.-1987,AGENT DE CONSTATATION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KOBBI,SALOUA,2-févr.-2012,DIRECTEUR,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
KOBI, MOHAMED FERID,13-mars-2012,PRESIDENT,MINISTERE DES FINANCES,OBJET NON PREVU DANS LA TABLE
KOBI, MOHAMED FERID,5-févr.-2010,PRESIDENT,MINISTERE DES FINANCES,PREMIERE DECLARATION
KOCHEK,Farouk,23-sept.-1996,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'ECONOMIE NATIONALE,RETRAITE
KOCHEK,Farouk,14-sept.-1991,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'ECONOMIE NATIONALE,CHANGEMENT DE FONCTION 
KOCHEK,Farouk,16-mai-1987,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KOCHEK,Mohamed Moncef,23-juil.-1987,DIRECTEUR REGIONAL DU NORD,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
KOCHEK,ARBI,25-févr.-2012,DIRECTEUR,MINISTERE DE L'ENVIRONNEMENT ET DU DEVELOPPEMENT DURABLE,PREMIERE DECLARATION
KOCHTANE,NAIIMA,21-juil.-2005,DIRECTEUR,MINISTERE DE LA FEMME DE LA FAMILLE ET DE L'ENFANCE,PREMIERE DECLARATION
KOCHTI,Brahim,14-juil.-1987,SECRETAIRE GENERAL,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
KOHLI,NOUREDINE,7-sept.-2007,AGENT,MINISTERE DES FINANCES,PREMIERE DECLARATION
KOLSEM,MONDHER,11-juil.-2013,COMMISSAIRE  REGIONAL,MINISTERE DE LA JEUNESSE DES SPORTS,PREMIERE DECLARATION
KOLSI,JAMEL,13-oct.-2015,SECRETAIRE GENERAL,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,CHANGEMENT D'ADMINISTRATION
KOLSI,JAMEL,10-janv.-2011,SECRETAIRE GENERAL,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
KOOLI,Abdallah,28-oct.-1987,DIRECTEUR DU CANTROLE,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
KORANI,MONGI,20-oct.-2007,INCONNUE,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
KORBI,Habib,6-juil.-1987,DIRECTEUR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
KORBI,Sadok,14-juil.-2003,SECRETAIRE D'ETAT,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
KORBI,AHMED,6-avr.-2004,COMPTABLE PUBLIC,MINISTERE DE L'AGRICULTURE DE L'ENVIRONNEMENT ET DES RESSOURCES HYDRAULIQUES,PREMIERE DECLARATION
KORCHANI,Lazhar,24-avr.-2013,PRESIDENT DE TRIBUNAL,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KORCHANI,Lazhar,4-avr.-2013,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KORCHANI,Lazhar,5-juin-1999,CONSEILLER,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KORCHANI,Lazhar,7-août-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,RENOUVELLEMENT -5 ANS-
KORCHANI,Lazhar,6-juil.-1987,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KORCHANI,Maheur,25-juin-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
KORCHID,MABROUK,6-sept.-2016,SECRETAIRE D'ETAT,MINISTERE DES DOMAINES DE L'ETAT ET DES AFFAIRES FONCIERES,PREMIERE DECLARATION
KORT,Mahmoud,23-oct.-2010,DIRECTEUR,MINISTERE DU TRANSPORT,RENOUVELLEMENT -5 ANS-
KORT,Mahmoud,2-juin-2006,DIRECTEUR,MINISTERE DU TRANSPORT,RENOUVELLEMENT -5 ANS-
KORT,Mahmoud,17-mai-1999,DIRECTEUR,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
KORT,MOHAMED NACEUR,27-juin-2005,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
KORTE,Mustapha,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KORWIDA,Abessalem,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
KOSANTINI,Ezzeddine,29-avr.-1999,CHARGE DE MISSION,MINISTERE DES DOMAINES DE L'ETAT ET DES AFFAIRES FONCIERES,RENOUVELLEMENT -5 ANS-
KOSANTINI,Ezzeddine,20-mai-1991,CHARGE DE MISSION,MINISTERE DES DOMAINES DE L'ETAT,CHANGEMENT DE FONCTION 
KOSANTINI,Ezzeddine,9-juil.-1987,DIRECTEUR,MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,PREMIERE DECLARATION
KOSDOGHLI,HABIB,5-oct.-2015,DOYEN DE FACULTE,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE SCIENTIFIQUE,PREMIERE DECLARATION
KOSSKSSI,Mohamed themer,22-déc.-2007,COMMISSAIRE  REGIONAL,MINISTERE DE LA JEUNESSE DES SPORTS,RENOUVELLEMENT -5 ANS-
KOSSKSSI,Mohamed themer,1-oct.-1999,COMMISSAIRE  REGIONAL,MINISTERE DE LA JEUNESSE ET DE L'ENFANCE,PREMIERE DECLARATION
KOSTANTINI,Samir,9-juil.-1987,DIRECTEUR,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
KOTTI,Mohamed Moncef,23-juin-2000,DIRECTEUR,MINISTERE DE L'INDUSTRIE,RENOUVELLEMENT -5 ANS-
KOTTI,Mohamed Moncef,6-juil.-1987,DIRECTEUR ADJOINT,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
